data_sozdaniya_zakaza,status_perevozki,gruzootpravitel,gruzopoluchatel,tip_gruza,gorod_zagruzki,gorod_razgruzki,rasstoyanie_km,marka_model_avto,tip_kuzova,gruzopodemnost_tonn,data_viezda,planovaya_data_pribytiya,fakticheskaya_data_pribytiya,identification_otklonenie_ot_plana_dney,srok_dostavki,tonnazh_gruza_tonn,obem_gruza_m3,kolichestvo_pozitsiy,tarif_summa,sebestoimost_perevozki,pribyl
2025-08-19,В пути,интернет-магазин,коммерческая компания,ТНП,Хабаровск,Красноярск,3376.35,ГАЗель Next,Рефрижератор,25.0,2025-08-04,2025-08-22,,Незначительный,1,19.31,65.46,50,357517,285723,71795
2025-07-06,Отменена,коммерческая компания,коммерческая компания,Опасный груз,Владивосток,Омск,727.61,КАМАЗ 5490,Тент,20.0,,,,Незначительный,0,14.55,50.34,2,77979,51010,26969
2025-08-02,Доставлена,индивидуальный предприниматель,коммерческая компания,Оборудование,Волгоград,Владивосток,1671.68,КАМАЗ 5490,Рефрижератор,5.0,2025-08-09,2025-08-12,2025-08-16,Тревожный,3,3.78,9.98,22,225215,150117,75098
2025-08-10,В пути,коммерческая компания,индивидуальный предприниматель,Стройматериалы,Челябинск,Воронеж,1866.45,Volvo FH,Бортовой,20.0,2025-07-25,2025-08-03,,Нарушенный,9,15.45,52.95,61,237410,175319,62091
2025-07-05,В пути,коммерческая компания,коммерческая компания,Оборудование,Волгоград,Екатеринбург,1883.39,Volvo FH,Рефрижератор,5.0,2025-07-03,2025-08-14,,Тревожный,4,4.62,14.53,41,217323,141096,76228
2025-08-15,В пути,коммерческая компания,индивидуальный предприниматель,Продукты питания,Санкт-Петербург,Волгоград,2636.15,MAN TGS,Рефрижератор,25.0,2025-07-07,2025-08-27,,Нарушенный,5,17.47,51.87,83,393556,348147,45409
2025-07-27,В пути,коммерческая компания,некоммерческая организация,Оборудование,Воронеж,Петрозаводск,2919.71,MAN TGS,Фургон,5.0,2025-07-29,2025-08-11,,Незначительный,1,3.48,11.99,7,361669,292002,69667
2025-08-30,Запланирована,коммерческая компания,коммерческая компания,Опасный груз,Москва,Петрозаводск,1129.61,ГАЗель Next,Цистерна,20.0,,2025-08-29,,Незначительный,0,10.7,29.86,60,134239,102604,31635
2025-07-27,Отменена,индивидуальный предприниматель,коммерческая компания,Стройматериалы,Ростов-на-Дону,Сочи,952.61,MAN TGS,Тент,20.0,,,,Незначительный,0,18.71,48.0,72,142787,119996,22791
2025-08-21,Отменена,коммерческая компания,некоммерческая организация,Продукты питания,Волгоград,Москва,2088.44,Scania R-series,Рефрижератор,10.0,,,,Незначительный,0,9.23,31.68,26,271242,211615,59626
2025-07-12,В пути,коммерческая компания,коммерческая компания,Опасный груз,Ростов-на-Дону,Москва,4051.88,Volvo FH,Фургон,25.0,2025-07-26,2025-08-19,,Незначительный,2,22.32,62.33,85,556820,430233,126586
2025-07-11,Проблемная,коммерческая компания,коммерческая компания,Стройматериалы,Хабаровск,Самара,1619.62,Scania R-series,Фургон,20.0,2025-07-25,2025-07-25,2025-08-22,Незначительный,0,15.85,52.44,53,179832,161698,18135
2025-08-18,В пути,коммерческая компания,коммерческая компания,Продукты питания,Петрозаводск,Самара,999.58,MAN TGS,Тент,5.0,2025-07-06,2025-08-03,,Незначительный,2,2.53,7.65,5,111052,71365,39687
2025-08-08,Доставлена,коммерческая компания,коммерческая компания,Продукты питания,Санкт-Петербург,Пермь,3308.46,КАМАЗ 5490,Фургон,10.0,2025-07-02,2025-08-01,2025-08-04,Тревожный,3,8.41,28.6,94,412828,312872,99957
2025-08-13,Доставлена,некоммерческая организация,индивидуальный предприниматель,Опасный груз,Пермь,Волгоград,2139.41,MAN TGS,Бортовой,25.0,2025-07-04,2025-07-12,2025-08-25,Нарушенный,8,20.18,56.13,75,248897,199353,49545
2025-07-02,В пути,коммерческая компания,коммерческая компания,Стройматериалы,Челябинск,Красноярск,1170.24,Volvo FH,Бортовой,10.0,2025-08-16,2025-08-24,,Нарушенный,8,9.44,30.54,83,124838,97368,27470
2025-07-23,Запланирована,коммерческая компания,коммерческая компания,Сырье,Нижний Новгород,Санкт-Петербург,1373.05,ГАЗель Next,Фургон,5.0,,2025-07-30,,Незначительный,0,3.31,11.06,6,168367,116870,51497
2025-08-07,В пути,интернет-магазин,коммерческая компания,ТНП,Мурманск,Новосибирск,4670.67,КАМАЗ 5490,Цистерна,5.0,2025-07-30,2025-08-28,,Незначительный,2,4.26,11.11,57,568101,453343,114758
2025-07-15,Доставлена,коммерческая компания,некоммерческая организация,Сырье,Красноярск,Воронеж,755.27,Scania R-series,Тент,25.0,2025-07-12,2025-07-14,2025-08-29,Незначительный,2,24.73,84.33,97,99617,62097,37520
2025-08-08,Доставлена,коммерческая компания,коммерческая компания,Продукты питания,Новосибирск,Москва,2463.26,ГАЗель Next,Рефрижератор,5.0,2025-07-02,2025-07-05,2025-08-04,Тревожный,3,3.14,10.71,63,303592,184205,119388
2025-08-04,В пути,коммерческая компания,коммерческая компания,Опасный груз,Ростов-на-Дону,Казань,879.49,ГАЗель Next,Тент,25.0,2025-08-08,2025-08-30,,Незначительный,2,23.91,64.63,31,127542,92424,35118
2025-07-21,Доставлена,индивидуальный предприниматель,коммерческая компания,Продукты питания,Москва,Екатеринбург,4604.96,Scania R-series,Фургон,25.0,2025-07-19,2025-07-27,2025-08-18,Нарушенный,8,16.09,55.25,14,487051,376243,110808
2025-07-16,Доставлена,коммерческая компания,коммерческая компания,Продукты питания,Челябинск,Самара,3092.64,ГАЗель Next,Цистерна,25.0,2025-07-23,2025-07-29,2025-08-26,Нарушенный,6,22.5,63.31,24,431775,261751,170024
2025-07-19,Доставлена,коммерческая компания,коммерческая компания,Опасный груз,Омск,Мурманск,1983.86,ГАЗель Next,Рефрижератор,5.0,2025-07-11,2025-08-04,2025-08-06,Незначительный,2,4.3,13.53,41,226406,185001,41405
2025-07-28,Доставлена,индивидуальный предприниматель,коммерческая компания,Стройматериалы,Санкт-Петербург,Хабаровск,2199.01,ГАЗель Next,Рефрижератор,10.0,2025-08-01,2025-08-02,2025-08-08,Незначительный,1,5.27,14.17,50,310556,251554,59002
2025-07-03,Доставлена,индивидуальный предприниматель,коммерческая компания,Сырье,Пермь,Екатеринбург,4898.84,КАМАЗ 5490,Тент,25.0,2025-07-07,2025-07-25,2025-08-14,Незначительный,1,16.43,51.3,20,598187,407722,190465
2025-08-07,Доставлена,коммерческая компания,некоммерческая организация,Оборудование,Санкт-Петербург,Красноярск,2764.32,Volvo FH,Фургон,10.0,2025-07-19,2025-08-03,2025-08-23,Незначительный,1,5.87,16.95,30,387145,322265,64880
